Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Shipping Cost,Order Priority
ES-2014-5679681,05/08/2014,11/08/2014,Standard Class,NM-18520,41.11,Medium
IN-2014-76555,17/09/2014,19/09/2014,Second Class,HG-14845,41.11,High
HU-2013-3090,20/08/2013,24/08/2013,Standard Class,CH-2070,41.11,Medium
US-2014-106131,15/01/2014,17/01/2014,First Class,TP-21565,41.09,Critical
CA-2014-135076,14/04/2014,18/04/2014,Standard Class,YS-21880,41.08,High
US-2014-158141,24/03/2014,29/03/2014,Standard Class,MC-17635,41.08,High
MX-2014-102820,24/07/2014,29/07/2014,Standard Class,PL-18925,41.07,High
IN-2014-11693,15/09/2014,17/09/2014,Second Class,ND-18370,41.07,High
ID-2014-17342,16/09/2014,21/09/2014,Standard Class,NM-18520,41.07,Medium
ID-2012-74308,10/12/2012,14/12/2012,Standard Class,KD-16495,41.06,Medium
CA-2012-100769,16/05/2012,16/05/2012,Same Day,TH-21550,41.06,Medium
MX-2013-118682,10/06/2013,12/06/2013,First Class,EH-14125,41.06,Medium
MX-2011-100384,24/08/2011,30/08/2011,Standard Class,NG-18355,41.05,Low
IT-2013-5719417,22/05/2013,26/05/2013,Standard Class,MZ-17515,41.04,Medium
CA-2012-109190,23/10/2012,28/10/2012,Standard Class,CC-12685,41.04,Medium
IT-2011-3702883,03/11/2011,08/11/2011,Standard Class,SA-20830,41.01,Medium
IT-2014-2979676,08/12/2014,12/12/2014,Standard Class,PF-19225,41.01,Medium
ES-2011-5227949,27/08/2011,02/09/2011,Standard Class,TM-21010,41,Medium
IN-2013-60812,10/06/2013,12/06/2013,First Class,RO-19780,41,Medium
IN-2011-28451,19/08/2011,23/08/2011,Standard Class,SV-20815,41,High
IT-2014-5753646,25/04/2014,29/04/2014,Standard Class,GB-14530,40.99,Medium
IN-2011-23117,06/06/2011,10/06/2011,Standard Class,AS-10045,40.99,Medium
IN-2013-47680,07/03/2013,11/03/2013,Standard Class,JG-15805,40.98,Medium
MX-2014-103681,09/04/2014,16/04/2014,Standard Class,MP-18175,40.97,Low
IT-2013-1673718,13/06/2013,19/06/2013,Standard Class,LT-17110,40.96,Medium
IN-2012-41107,21/06/2012,23/06/2012,Second Class,BT-11680,40.96,Medium
IN-2014-65502,28/02/2014,05/03/2014,Standard Class,AC-10420,40.93,Medium
ID-2014-67581,07/08/2014,09/08/2014,First Class,JP-15520,40.93,Medium
ES-2013-2630268,12/03/2013,15/03/2013,Second Class,RB-19465,40.92,Critical
ID-2013-26015,25/06/2013,29/06/2013,Standard Class,EB-14110,40.92,High
AG-2013-8490,30/08/2013,02/09/2013,Second Class,SK-9990,40.92,High
IR-2014-1640,09/11/2014,14/11/2014,Second Class,EM-4065,40.92,Medium
IN-2014-63591,13/12/2014,18/12/2014,Standard Class,ZD-21925,40.9,High
CA-2013-140746,15/01/2013,15/01/2013,Same Day,RC-19825,40.89,Critical
CG-2014-1260,10/07/2014,12/07/2014,First Class,AB-255,40.89,Medium
MX-2013-161739,12/04/2013,17/04/2013,Standard Class,SB-20170,40.88,Medium
CA-2012-117415,27/12/2012,31/12/2012,Standard Class,SN-20710,40.88,Medium
UP-2013-2480,20/11/2013,23/11/2013,First Class,KH-6330,40.88,Medium
MX-2014-137911,22/02/2014,27/02/2014,Standard Class,SS-20875,40.88,Medium
ES-2013-1785128,11/07/2013,16/07/2013,Standard Class,LS-16945,40.87,Medium
CA-2014-165841,22/12/2014,29/12/2014,Standard Class,DB-13210,40.87,Low
CA-2012-138625,02/11/2012,05/11/2012,First Class,EG-13900,40.87,Medium
IN-2011-85270,05/10/2011,08/10/2011,Second Class,FH-14365,40.85,Medium
MX-2013-111115,03/09/2013,05/09/2013,Second Class,CM-12115,40.85,Medium
AU-2012-9900,29/10/2012,01/11/2012,First Class,GM-4500,40.83,Medium
US-2011-165316,18/06/2011,23/06/2011,Second Class,LO-17170,40.81,High
US-2013-148117,17/09/2013,19/09/2013,First Class,BT-11485,40.81,Critical
IN-2013-51243,28/08/2013,02/09/2013,Standard Class,VF-21715,40.8,High
KG-2012-2770,05/11/2012,09/11/2012,Standard Class,ME-7725,40.79,Medium
CA-2014-121503,04/07/2014,07/07/2014,Second Class,FH-14275,40.78,Medium
ID-2013-75869,30/01/2013,05/02/2013,Standard Class,SA-20830,40.77,Medium
IN-2013-80209,19/01/2013,22/01/2013,Second Class,SF-20065,40.77,High
CA-2013-140935,11/11/2013,13/11/2013,First Class,AB-10015,40.77,High
TU-2013-8600,19/08/2013,19/08/2013,Same Day,MG-7680,40.77,High
UP-2014-200,24/01/2014,27/01/2014,Second Class,FA-4230,40.77,Medium
US-2014-104738,04/11/2014,11/11/2014,Standard Class,DK-12835,40.77,Medium
SA-2011-6240,27/06/2011,29/06/2011,First Class,CP-2085,40.76,High
MX-2013-128552,02/08/2013,07/08/2013,Second Class,MM-18280,40.76,Medium
IT-2012-1698939,25/06/2012,27/06/2012,First Class,JE-15715,40.74,High
ES-2012-3699074,28/06/2012,28/06/2012,Same Day,TR-21325,40.74,High
ES-2014-1931437,03/09/2014,07/09/2014,Standard Class,BS-11365,40.73,Medium
CA-2014-136882,28/05/2014,04/06/2014,Standard Class,DN-13690,40.73,Medium
ES-2013-5113556,24/05/2013,30/05/2013,Standard Class,NG-18430,40.72,Low
IN-2014-66454,21/11/2014,26/11/2014,Standard Class,BW-11200,40.71,Medium
CA-2012-141565,20/09/2012,24/09/2012,Standard Class,BG-11035,40.71,High
ES-2011-4093113,26/11/2011,29/11/2011,First Class,HM-14860,40.7,Medium
IN-2014-38335,27/10/2014,28/10/2014,First Class,TC-21475,40.7,High
ES-2012-5195118,10/10/2012,17/10/2012,Standard Class,SN-20560,40.69,Low
CA-2014-101322,29/12/2014,01/01/2015,First Class,JG-15310,40.69,Medium
IN-2011-51586,08/08/2011,12/08/2011,Standard Class,KM-16660,40.68,Medium
ID-2014-54687,06/11/2014,08/11/2014,First Class,CS-12130,40.65,Medium
CA-2014-120019,17/02/2014,22/02/2014,Standard Class,NG-18355,40.65,Medium
MX-2013-104262,13/09/2013,17/09/2013,Standard Class,SH-20395,40.65,Medium
ES-2014-3909772,17/09/2014,22/09/2014,Standard Class,AF-10870,40.63,Medium
IR-2011-4400,30/12/2011,03/01/2012,Standard Class,PM-8940,40.63,High
ES-2011-3814488,07/07/2011,12/07/2011,Standard Class,HH-15010,40.62,Medium
IT-2012-3681832,18/05/2012,24/05/2012,Standard Class,RB-19570,40.61,Medium
IN-2012-17664,13/11/2012,20/11/2012,Standard Class,LO-17170,40.61,Medium
IN-2011-75939,15/09/2011,18/09/2011,Second Class,PM-18940,40.61,Medium
US-2013-169040,07/12/2013,13/12/2013,Standard Class,GT-14710,40.59,Medium
CA-2012-142944,06/03/2012,11/03/2012,Standard Class,JL-15850,40.56,Medium
ES-2013-2037410,11/12/2013,15/12/2013,Standard Class,PW-19030,40.55,High
CA-2013-131296,05/10/2013,10/10/2013,Standard Class,MS-17830,40.55,High
MX-2011-113243,27/07/2011,29/07/2011,First Class,LC-17140,40.53,High
IT-2012-5541817,12/11/2012,16/11/2012,Standard Class,DA-13450,40.53,Medium
US-2014-151295,11/12/2014,13/12/2014,Second Class,PG-18820,40.52,Medium
ES-2014-5442118,08/08/2014,14/08/2014,Standard Class,CS-12490,40.51,Low
CA-2014-111388,03/09/2014,03/09/2014,Same Day,SU-20665,40.5,Medium
ES-2014-2139416,21/11/2014,22/11/2014,First Class,CL-12700,40.49,High
IN-2011-67028,08/03/2011,12/03/2011,Standard Class,DK-13150,40.48,Medium
MX-2014-134768,05/09/2014,09/09/2014,Standard Class,DB-13615,40.48,High
ES-2013-1121754,21/05/2013,25/05/2013,Second Class,EB-14110,40.45,High
IR-2014-3940,12/12/2014,14/12/2014,First Class,IM-5055,40.44,High
ES-2014-4245910,06/02/2014,08/02/2014,First Class,TA-21385,40.43,Medium
US-2012-143756,25/06/2012,27/06/2012,Second Class,NC-18415,40.43,High
ID-2014-11056,20/03/2014,22/03/2014,Second Class,GT-14635,40.42,High
IN-2013-46511,17/09/2013,21/09/2013,Second Class,EM-13960,40.41,High
IN-2013-31601,17/06/2013,24/06/2013,Standard Class,KB-16405,40.41,Medium
US-2011-113166,14/09/2011,19/09/2011,Standard Class,DV-13045,40.39,Medium
ES-2013-4541341,20/11/2013,22/11/2013,Second Class,KS-16300,40.38,Critical
CA-2012-134747,12/10/2012,17/10/2012,Second Class,DL-12925,40.38,Medium
IN-2014-18532,16/10/2014,19/10/2014,Second Class,AP-10915,40.37,High
MX-2011-146885,05/08/2011,10/08/2011,Standard Class,PG-18895,40.36,Medium
MO-2013-2970,01/07/2013,07/07/2013,Standard Class,CC-2685,40.36,Medium
US-2014-119662,14/11/2014,17/11/2014,First Class,CS-12400,40.32,Medium
CA-2013-114601,27/08/2013,03/09/2013,Standard Class,AA-10480,40.32,Medium
ID-2011-17286,29/07/2011,02/08/2011,Second Class,CM-12190,40.3,High
MX-2014-162201,16/11/2014,21/11/2014,Standard Class,LR-17035,40.3,High
MX-2013-113565,03/12/2013,03/12/2013,Same Day,CS-11860,40.29,Medium
IN-2013-20744,26/01/2013,26/01/2013,Same Day,AS-10135,40.29,Critical
ES-2014-5366847,28/12/2014,31/12/2014,First Class,ZC-21910,40.28,Medium
US-2014-111745,06/11/2014,07/11/2014,First Class,RA-19885,40.28,Critical
US-2014-103247,06/10/2014,09/10/2014,Second Class,PO-19195,40.28,Critical
US-2011-102281,04/10/2011,09/10/2011,Standard Class,PO-19195,40.28,Medium
IT-2014-2866257,04/08/2014,08/08/2014,Standard Class,KN-16390,40.27,Medium
IN-2012-50102,22/12/2012,23/12/2012,First Class,CM-12190,40.27,High
JO-2013-510,12/07/2013,13/07/2013,First Class,FO-4305,40.27,Critical
CA-2013-103730,13/06/2013,16/06/2013,First Class,SC-20725,40.25,Critical
CA-2014-134096,25/09/2014,30/09/2014,Standard Class,PP-18955,40.25,Medium
ES-2013-3927096,21/08/2013,28/08/2013,Standard Class,BF-11005,40.24,Medium
YM-2012-3360,24/05/2012,29/05/2012,Second Class,PB-9210,40.24,Medium
CA-2013-169887,23/10/2013,23/10/2013,Same Day,MS-17530,40.23,Critical
MX-2013-123386,19/09/2013,23/09/2013,Second Class,SW-20755,40.23,Medium
ID-2012-73125,06/11/2012,10/11/2012,Standard Class,DM-13015,40.22,Medium
CA-2012-120915,28/09/2012,03/10/2012,Second Class,JJ-15445,40.22,Medium
IT-2014-4007032,12/09/2014,15/09/2014,First Class,JJ-15760,40.19,Medium
MX-2011-136322,01/06/2011,05/06/2011,Standard Class,MM-18280,40.18,Medium
ES-2014-1976630,21/11/2014,26/11/2014,Standard Class,HM-14980,40.18,Medium
MX-2012-116764,20/12/2012,24/12/2012,Standard Class,JK-15730,40.17,High
MX-2011-143140,14/09/2011,20/09/2011,Standard Class,DN-13690,40.17,Medium
ES-2013-4834847,04/09/2013,10/09/2013,Standard Class,JF-15565,40.16,Low
IN-2011-79761,11/01/2011,16/01/2011,Standard Class,SC-20680,40.16,Medium
ES-2013-2701752,16/09/2013,21/09/2013,Standard Class,DS-13180,40.14,Medium
ES-2013-2759612,15/06/2013,20/06/2013,Second Class,HE-14800,40.12,High
TU-2011-750,25/08/2011,29/08/2011,Standard Class,BM-1140,40.12,High
MX-2014-129728,17/11/2014,22/11/2014,Second Class,DG-13300,40.11,Medium
ES-2011-3954575,28/07/2011,04/08/2011,Standard Class,MR-17545,40.11,Low
IR-2012-6560,02/04/2012,07/04/2012,Standard Class,AH-690,40.11,Medium
MX-2011-107370,23/12/2011,25/12/2011,Second Class,SC-20770,40.1,High
ES-2014-3185757,14/02/2014,14/02/2014,Same Day,FW-14395,40.09,Critical
ES-2012-4920028,04/12/2012,10/12/2012,Standard Class,VP-21730,40.09,Low
CA-2014-157091,27/06/2014,02/07/2014,Standard Class,DB-13405,40.08,High
CA-2014-144589,21/01/2014,26/01/2014,Standard Class,TM-21010,40.08,Medium
ES-2014-4185972,18/11/2014,23/11/2014,Standard Class,RS-19765,40.05,Medium
ID-2012-64816,24/07/2012,24/07/2012,Same Day,GZ-14545,40.05,High
ID-2014-85032,03/08/2014,03/08/2014,Same Day,VG-21790,40.05,Medium
MX-2014-112704,12/09/2014,15/09/2014,First Class,JK-16120,40.05,High
IN-2011-45398,17/09/2011,20/09/2011,First Class,MA-17560,40.03,Critical
UP-2011-9080,16/12/2011,20/12/2011,Standard Class,MH-7455,40.03,High
MX-2011-116309,06/07/2011,12/07/2011,Standard Class,LR-17035,40.03,Medium
ID-2012-84591,01/10/2012,03/10/2012,First Class,BS-11590,40.02,High
CA-2012-163055,09/08/2012,16/08/2012,Standard Class,DS-13180,40.02,Medium
CA-2012-140025,07/04/2012,11/04/2012,Standard Class,PF-19120,40.02,Medium
IR-2013-4740,29/08/2013,03/09/2013,Standard Class,BN-1515,40.02,High
MX-2013-110058,14/06/2013,17/06/2013,Second Class,LR-17035,40.01,High
ES-2012-3566481,09/04/2012,15/04/2012,Standard Class,VP-21730,40.01,Medium
ID-2014-52349,22/07/2014,27/07/2014,Second Class,NF-18385,39.99,Medium
MX-2013-144190,05/12/2013,05/12/2013,Same Day,JF-15415,39.99,High
MX-2011-103849,23/12/2011,27/12/2011,Second Class,GZ-14470,39.99,Medium
ES-2011-5496179,06/01/2011,09/01/2011,Second Class,SH-20395,39.98,High
ID-2012-75176,10/12/2012,14/12/2012,Standard Class,CS-12490,39.94,High
SF-2013-6430,24/09/2013,26/09/2013,First Class,CP-2340,39.92,High
IZ-2011-7760,14/06/2011,21/06/2011,Standard Class,SH-9975,39.92,Medium
ES-2014-4978946,24/02/2014,28/02/2014,Standard Class,LT-16765,39.91,Medium
IN-2014-32014,01/07/2014,05/07/2014,Standard Class,CY-12745,39.91,High
RS-2012-1330,17/12/2012,17/12/2012,Same Day,BN-1470,39.9,High
ID-2013-37495,16/05/2013,18/05/2013,First Class,RF-19735,39.89,Medium
CA-2014-102309,24/09/2014,26/09/2014,Second Class,DO-13645,39.89,Critical
SU-2014-6240,27/11/2014,30/11/2014,Second Class,RM-9375,39.89,High
IN-2014-82736,11/07/2014,15/07/2014,Standard Class,EB-13705,39.87,Medium
IT-2013-3412464,04/11/2013,06/11/2013,First Class,RB-19570,39.86,High
US-2011-102288,13/06/2011,17/06/2011,Standard Class,KT-16465,39.85,High
ES-2013-3022350,26/03/2013,31/03/2013,Standard Class,TR-21325,39.84,High
ID-2011-17174,23/03/2011,28/03/2011,Standard Class,DH-13075,39.84,Medium
CA-2011-116932,21/07/2011,25/07/2011,Standard Class,ME-18010,39.84,Medium
MX-2012-151610,03/10/2012,03/10/2012,Same Day,AF-10885,39.84,Critical
MX-2013-100286,04/03/2013,08/03/2013,Standard Class,SM-20950,39.84,High
MX-2014-123722,28/07/2014,30/07/2014,Second Class,SR-20740,39.83,High
MX-2012-134712,27/06/2012,02/07/2012,Second Class,MS-17365,39.83,Medium
IT-2012-2794787,08/10/2012,10/10/2012,Second Class,NS-18505,39.83,High
US-2014-131954,21/11/2014,23/11/2014,First Class,DL-13315,39.83,Medium
ES-2013-1830556,23/06/2013,28/06/2013,Standard Class,MM-17260,39.81,High
CA-2014-116288,13/03/2014,18/03/2014,Standard Class,BS-11380,39.81,High
ES-2012-3239309,27/03/2012,01/04/2012,Second Class,JM-15865,39.8,Medium
TU-2014-9440,06/06/2014,10/06/2014,Standard Class,GM-4455,39.8,High
IN-2014-74504,09/09/2014,14/09/2014,Standard Class,EK-13795,39.77,Medium
ID-2011-67301,25/11/2011,01/12/2011,Standard Class,MM-18280,39.74,Medium
CA-2013-160108,09/12/2013,13/12/2013,Standard Class,AG-10900,39.74,Medium
IN-2012-24797,29/10/2012,31/10/2012,First Class,SS-20410,39.73,High
US-2011-141334,14/06/2011,16/06/2011,Second Class,GH-14665,39.73,High
IN-2014-48156,10/06/2014,13/06/2014,Second Class,EC-14050,39.72,Medium
SF-2014-5170,07/07/2014,11/07/2014,Standard Class,KH-6510,39.69,Medium
CA-2014-160325,25/09/2014,25/09/2014,Same Day,BP-11095,39.68,High
CA-2013-129861,18/06/2013,24/06/2013,Standard Class,DM-13345,39.68,Medium
SF-2011-9000,02/11/2011,06/11/2011,Standard Class,CD-2790,39.68,Medium
MX-2014-127285,16/10/2014,20/10/2014,Standard Class,MD-17860,39.68,High
IN-2013-15732,01/10/2013,04/10/2013,First Class,RK-19300,39.67,High
IN-2014-29767,22/03/2014,29/03/2014,Standard Class,CA-12055,39.66,Medium
MX-2013-107041,30/10/2013,05/11/2013,Standard Class,DM-12955,39.65,Medium
ES-2014-2468556,19/08/2014,25/08/2014,Standard Class,NS-18640,39.62,Medium
US-2012-131359,30/10/2012,02/11/2012,Second Class,FA-14230,39.61,Medium
IN-2014-20408,11/06/2014,15/06/2014,Standard Class,SS-20140,39.6,Medium
CA-2014-114258,06/11/2014,11/11/2014,Second Class,EM-13825,39.6,Medium
MX-2014-167731,04/11/2014,09/11/2014,Second Class,TB-21280,39.59,Medium
US-2012-151330,30/09/2012,04/10/2012,Standard Class,JB-16000,39.58,Medium
ES-2013-4451091,25/07/2013,27/07/2013,Second Class,MC-17635,39.58,Critical
IN-2014-24118,17/10/2014,23/10/2014,Standard Class,LP-17080,39.57,Low
IN-2014-59069,19/09/2014,24/09/2014,Second Class,TT-21220,39.57,Medium
MX-2012-147312,29/06/2012,02/07/2012,First Class,AH-10195,39.57,Medium
IN-2012-14010,31/03/2012,05/04/2012,Standard Class,KC-16255,39.56,Medium
IN-2012-15151,23/05/2012,29/05/2012,Standard Class,SC-20050,39.56,Medium
CA-2011-6880,27/06/2011,29/06/2011,First Class,NB-8580,39.56,Critical
MX-2013-164147,07/03/2013,09/03/2013,Second Class,Co-12640,39.54,High
IN-2014-59944,06/08/2014,10/08/2014,Standard Class,BO-11425,39.54,Medium
IN-2011-60266,02/06/2011,08/06/2011,Standard Class,RB-19465,39.54,Medium
LY-2011-650,29/09/2011,29/09/2011,Same Day,CS-2250,39.54,High
CA-2011-113383,10/09/2011,13/09/2011,First Class,SF-20065,39.53,High
RS-2014-6940,15/09/2014,21/09/2014,Standard Class,SP-10920,39.53,Medium
MX-2014-124968,22/05/2014,26/05/2014,Standard Class,RB-19795,39.52,Medium
ES-2011-4106405,27/09/2011,01/10/2011,Standard Class,MS-17830,39.52,Medium
US-2013-103674,07/12/2013,11/12/2013,Standard Class,AP-10720,39.51,Medium
ID-2013-50872,10/02/2013,16/02/2013,Standard Class,SC-20680,39.5,Low
SA-2012-3380,26/06/2012,30/06/2012,Standard Class,SC-10260,39.5,High
MX-2013-133921,09/08/2013,13/08/2013,Standard Class,WB-21850,39.5,Medium
MX-2014-121993,11/06/2014,15/06/2014,Standard Class,JD-16060,39.48,High
ES-2011-2071029,27/06/2011,01/07/2011,Standard Class,SC-20680,39.48,Medium
ID-2011-50655,09/12/2011,13/12/2011,Standard Class,JP-15520,39.47,Medium
CA-2011-114181,10/05/2011,14/05/2011,Second Class,AF-10885,39.47,Medium
MX-2014-113712,07/11/2014,13/11/2014,Standard Class,LL-16840,39.46,Medium
IN-2014-73265,06/08/2014,10/08/2014,Second Class,MT-17815,39.46,Medium
CA-2012-102260,22/09/2012,26/09/2012,Standard Class,SJ-20125,39.45,Medium
CM-2012-5000,30/05/2012,31/05/2012,First Class,MR-7545,39.45,High
CA-2014-105921,15/08/2014,22/08/2014,Standard Class,JM-15250,39.44,Low
SA-2012-3400,17/10/2012,23/10/2012,Standard Class,CK-2760,39.44,Medium
MX-2014-101469,30/07/2014,03/08/2014,Standard Class,CM-12190,39.44,Medium
IN-2013-73825,05/09/2013,11/09/2013,Standard Class,KW-16570,39.43,Medium
IN-2013-86222,09/10/2013,12/10/2013,Second Class,LS-17200,39.43,Medium
CA-2011-134215,04/08/2011,08/08/2011,Standard Class,ML-17395,39.43,High
IT-2012-2008620,14/03/2012,15/03/2012,First Class,ME-17320,39.4,Critical
MX-2011-156755,29/12/2011,05/01/2012,Standard Class,LR-17035,39.38,Low
MX-2012-129140,07/11/2012,11/11/2012,Standard Class,KH-16690,39.37,Medium
IN-2012-40785,29/06/2012,04/07/2012,Standard Class,RC-19825,39.37,High
US-2011-112872,06/12/2011,11/12/2011,Second Class,RC-19960,39.36,Medium
ES-2014-4164642,09/12/2014,16/12/2014,Standard Class,LW-16825,39.34,Medium
CA-2013-112102,13/04/2013,17/04/2013,Standard Class,BD-11605,39.34,High
MX-2013-169474,19/04/2013,24/04/2013,Standard Class,AC-10450,39.32,High
ES-2014-3661350,11/07/2014,16/07/2014,Standard Class,EH-13765,39.31,Medium
IN-2011-13723,27/12/2011,29/12/2011,First Class,VD-21670,39.31,High
BU-2013-2970,11/11/2013,17/11/2013,Standard Class,TH-11100,39.31,Medium
MX-2012-115224,22/12/2012,26/12/2012,Second Class,RS-19765,39.31,Medium
ES-2014-5263546,10/06/2014,14/06/2014,Standard Class,CY-12745,39.29,Medium
ES-2014-2637929,15/11/2014,19/11/2014,Standard Class,DF-13135,39.29,High
MX-2014-139346,15/11/2014,20/11/2014,Standard Class,EM-14140,39.29,Medium
ID-2013-42423,15/10/2013,19/10/2013,Second Class,CA-12265,39.28,High
IT-2011-3203475,26/02/2011,04/03/2011,Standard Class,BO-11425,39.26,Medium
IN-2014-49017,22/09/2014,27/09/2014,Standard Class,MC-17845,39.25,Medium
MX-2014-113397,22/11/2014,29/11/2014,Standard Class,TB-21175,39.25,Medium
ES-2013-4954697,15/11/2013,20/11/2013,Standard Class,LC-17140,39.24,Medium
CA-2011-136644,16/06/2011,22/06/2011,Standard Class,SC-20575,39.24,Medium
CA-2012-150714,26/10/2012,01/11/2012,Standard Class,KH-16690,39.23,Medium
ES-2014-2728343,08/11/2014,14/11/2014,Standard Class,MY-17380,39.22,Medium
IN-2014-63388,07/07/2014,11/07/2014,Standard Class,MH-17785,39.22,Medium
IN-2012-64403,30/03/2012,03/04/2012,Standard Class,RS-19870,39.22,High
IT-2012-5715811,31/10/2012,05/11/2012,Standard Class,GH-14485,39.21,Medium
CA-2013-152121,28/11/2013,30/11/2013,Second Class,CC-12670,39.21,Medium
UP-2013-1170,03/09/2013,03/09/2013,Same Day,GA-4725,39.21,High
US-2013-104430,02/01/2013,05/01/2013,Second Class,SW-20275,39.18,Critical
CA-2012-7460,28/11/2012,01/12/2012,First Class,JM-5865,39.16,Medium
IN-2014-49584,02/05/2014,05/05/2014,First Class,DB-13360,39.14,High
MX-2014-132710,04/12/2014,04/12/2014,Same Day,AS-10285,39.13,Critical
IT-2014-3037687,25/06/2014,01/07/2014,Standard Class,LS-16945,39.13,Medium
IT-2014-4939179,08/08/2014,15/08/2014,Standard Class,BD-11560,39.13,Medium
KG-2012-7180,31/08/2012,05/09/2012,Standard Class,TA-11385,39.13,Medium
US-2013-150574,24/06/2013,26/06/2013,Second Class,TB-21175,39.12,High
IT-2013-4633267,26/12/2013,27/12/2013,First Class,BH-11710,39.11,Critical
GH-2012-2720,24/12/2012,24/12/2012,Same Day,DC-3285,39.11,Medium
IT-2014-1985106,15/05/2014,19/05/2014,Second Class,MG-17695,39.1,Medium
ES-2014-2644181,19/09/2014,22/09/2014,Second Class,TB-21055,39.1,High
CA-2011-106439,31/10/2011,04/11/2011,Standard Class,GG-14650,39.1,High
CA-2014-144694,25/09/2014,27/09/2014,Second Class,BD-11605,39.09,High
MX-2014-107055,15/08/2014,21/08/2014,Standard Class,BS-11365,39.07,Medium
IN-2011-73629,13/10/2011,17/10/2011,Standard Class,CC-12550,39.05,High
CA-2014-113705,28/03/2014,30/03/2014,Second Class,LC-16870,39.04,High
ES-2014-1532030,23/08/2014,23/08/2014,Same Day,SH-20395,39.02,High
MX-2012-136287,07/05/2012,10/05/2012,First Class,KD-16615,39.02,Critical
IN-2011-68120,29/10/2011,03/11/2011,Standard Class,JL-15235,39.01,Medium
IN-2012-85935,07/12/2012,11/12/2012,Standard Class,HK-14890,39.01,High
LY-2013-4130,29/05/2013,02/06/2013,Standard Class,AA-645,39,Medium
AU-2014-6170,17/02/2014,20/02/2014,Second Class,DH-3675,39,High
MX-2012-102890,18/02/2012,20/02/2012,First Class,SP-20620,39,High
EG-2014-3650,16/09/2014,19/09/2014,Second Class,LR-7035,38.99,Medium
ES-2014-2785398,19/09/2014,22/09/2014,First Class,AB-10150,38.97,High
IN-2014-10237,20/11/2014,25/11/2014,Standard Class,TB-21625,38.97,Medium
SA-2011-7130,02/09/2011,07/09/2011,Standard Class,EH-4125,38.96,Medium
JO-2013-6740,09/07/2013,11/07/2013,First Class,TB-11175,38.96,Critical
IN-2013-78214,10/12/2013,16/12/2013,Standard Class,KN-16705,38.95,Medium
BU-2013-3730,02/04/2013,04/04/2013,First Class,CM-2655,38.95,Critical
